"Total_Transaction","Total_Quantity","Total_Revenue","CATEGORY","UN_TRANSACTION_DATE"
5,19,3888,"Grocery","7/16/2025"
6,16,3290,"Home","7/16/2025"
5,13,2877,"Sports","7/16/2025"
3,6,815,"Clothing","7/17/2024"
3,9,1998,"Electronics","7/17/2024"
9,23,4832,"Grocery","7/17/2024"
6,16,5158,"Home","7/17/2024"
3,8,2991,"Sports","7/17/2024"
11,26,4097,"Clothing","7/17/2025"
3,10,1585,"Electronics","7/17/2025"
6,22,5515,"Grocery","7/17/2025"
6,17,3531,"Home","7/17/2025"
5,21,5599,"Sports","7/17/2025"
2,5,706,"Clothing","7/18/2024"
4,11,2631,"Electronics","7/18/2024"
1,1,286,"Grocery","7/18/2024"
6,21,6394,"Home","7/18/2024"
2,6,1674,"Sports","7/18/2024"
2,4,642,"Clothing","7/18/2025"
2,7,2011,"Electronics","7/18/2025"
5,16,3081,"Grocery","7/18/2025"
4,8,697,"Home","7/18/2025"
5,20,5045,"Sports","7/18/2025"
2,5,1112,"Clothing","7/19/2024"
1,3,553,"Electronics","7/19/2024"
3,10,2582,"Grocery","7/19/2024"
4,11,2252,"Home","7/19/2024"
1,5,455,"Sports","7/19/2024"
3,6,1262,"Clothing","7/19/2025"
5,20,3806,"Electronics","7/19/2025"
8,26,5869,"Grocery","7/19/2025"
11,32,8512,"Home","7/19/2025"
8,20,5194,"Sports","7/19/2025"
4,11,1959,"Clothing","7/2/2024"
4,13,4213,"Electronics","7/2/2024"
3,10,2148,"Grocery","7/2/2024"
5,14,3849,"Home","7/2/2024"
3,11,2765,"Sports","7/2/2024"
3,9,1070,"Clothing","7/2/2025"
4,10,2453,"Electronics","7/2/2025"
5,18,4080,"Grocery","7/2/2025"
4,11,2931,"Home","7/2/2025"
2,7,1629,"Sports","7/2/2025"
9,28,5018,"Clothing","7/20/2024"
3,13,4595,"Electronics","7/20/2024"
3,9,3262,"Grocery","7/20/2024"
5,12,2858,"Home","7/20/2024"
4,11,3132,"Sports","7/20/2024"
2,3,392,"Clothing","7/20/2025"
2,6,1315,"Electronics","7/20/2025"
7,16,3916,"Grocery","7/20/2025"
4,12,3910,"Home","7/20/2025"
3,6,871,"Sports","7/20/2025"
5,12,1662,"Clothing","7/21/2024"
1,2,944,"Electronics","7/21/2024"
4,14,3720,"Grocery","7/21/2024"
6,15,4497,"Home","7/21/2024"
3,9,2900,"Sports","7/21/2024"
1,2,261,"Clothing","7/21/2025"
1,1,340,"Electronics","7/21/2025"
2,9,1964,"Grocery","7/21/2025"
1,4,95,"Home","7/21/2025"
2,5,665,"Clothing","7/22/2024"
4,13,2812,"Electronics","7/22/2024"
6,18,5312,"Grocery","7/22/2024"
7,17,5967,"Home","7/22/2024"
7,26,7569,"Sports","7/22/2024"
7,21,4216,"Clothing","7/22/2025"
1,5,1151,"Electronics","7/22/2025"
7,17,5643,"Grocery","7/22/2025"
6,17,3715,"Home","7/22/2025"
4,13,3018,"Sports","7/22/2025"
7,22,3713,"Clothing","7/23/2024"
2,8,1537,"Electronics","7/23/2024"
3,13,4018,"Grocery","7/23/2024"
4,15,2366,"Home","7/23/2024"
2,6,1659,"Sports","7/23/2024"
4,11,1111,"Clothing","7/23/2025"
3,8,2189,"Electronics","7/23/2025"
4,12,2975,"Grocery","7/23/2025"
9,23,5322,"Home","7/23/2025"
3,6,2109,"Sports","7/23/2025"
1,1,51,"Clothing","7/24/2024"
1,5,1791,"Electronics","7/24/2024"
3,9,2233,"Grocery","7/24/2024"
2,6,1517,"Home","7/24/2024"
4,12,4236,"Sports","7/24/2024"
1,4,696,"Clothing","7/24/2025"
3,11,2299,"Electronics","7/24/2025"
10,37,8985,"Grocery","7/24/2025"
7,13,4256,"Home","7/24/2025"
3,10,3049,"Sports","7/24/2025"
3,12,1537,"Clothing","7/25/2024"
5,15,3872,"Electronics","7/25/2024"
8,21,4934,"Grocery","7/25/2024"
5,14,3914,"Home","7/25/2024"
7,27,6512,"Sports","7/25/2024"
3,9,1711,"Clothing","7/25/2025"
3,10,3587,"Electronics","7/25/2025"
3,8,1386,"Grocery","7/25/2025"
4,9,2879,"Home","7/25/2025"
6,14,4391,"Sports","7/25/2025"
1,2,116,"Clothing","7/26/2024"
4,14,2871,"Electronics","7/26/2024"
3,8,2047,"Grocery","7/26/2024"
5,9,2733,"Home","7/26/2024"
6,15,4692,"Sports","7/26/2024"
1,1,113,"Clothing","7/26/2025"
3,10,2562,"Electronics","7/26/2025"
4,8,2729,"Grocery","7/26/2025"
5,16,5518,"Home","7/26/2025"
1,5,76,"Sports","7/26/2025"
4,11,2524,"Clothing","7/27/2024"
5,16,5088,"Electronics","7/27/2024"
4,14,3165,"Grocery","7/27/2024"
9,28,6893,"Home","7/27/2024"
5,12,3553,"Sports","7/27/2024"
4,12,1770,"Clothing","7/27/2025"
6,20,5808,"Electronics","7/27/2025"
3,10,1887,"Grocery","7/27/2025"
3,12,3915,"Home","7/27/2025"
6,22,6101,"Sports","7/27/2025"
3,7,1579,"Clothing","7/28/2024"
1,1,285,"Electronics","7/28/2024"
5,13,2824,"Grocery","7/28/2024"
4,7,2466,"Home","7/28/2024"
6,17,1979,"Sports","7/28/2024"
5,18,2121,"Clothing","7/28/2025"
1,2,260,"Electronics","7/28/2025"
9,27,6767,"Grocery","7/28/2025"
5,9,3328,"Home","7/28/2025"
7,15,4392,"Sports","7/28/2025"
4,12,2326,"Clothing","7/29/2024"
2,6,573,"Electronics","7/29/2024"
5,11,2180,"Grocery","7/29/2024"
4,14,4675,"Home","7/29/2024"
3,12,3850,"Sports","7/29/2024"
4,13,2233,"Clothing","7/29/2025"
2,4,418,"Electronics","7/29/2025"
8,23,6506,"Grocery","7/29/2025"
8,23,6232,"Home","7/29/2025"
4,14,3100,"Sports","7/29/2025"
4,16,2385,"Clothing","7/3/2024"
2,4,652,"Electronics","7/3/2024"
3,15,3375,"Grocery","7/3/2024"
7,16,4024,"Home","7/3/2024"
5,17,4533,"Sports","7/3/2024"
12,37,5611,"Clothing","7/3/2025"
1,2,897,"Electronics","7/3/2025"
6,21,6152,"Grocery","7/3/2025"
7,28,6784,"Home","7/3/2025"
7,23,5313,"Sports","7/3/2025"
4,9,1068,"Clothing","7/30/2024"
2,6,902,"Electronics","7/30/2024"
8,28,5389,"Grocery","7/30/2024"
2,10,1846,"Home","7/30/2024"
2,7,2099,"Sports","7/30/2024"
3,8,1271,"Clothing","7/30/2025"
2,7,968,"Electronics","7/30/2025"
9,30,8069,"Grocery","7/30/2025"
3,9,2659,"Home","7/30/2025"
6,6,912,"Clothing","7/31/2024"
4,12,3060,"Electronics","7/31/2024"
9,25,7663,"Grocery","7/31/2024"
7,23,5436,"Home","7/31/2024"
1,5,1887,"Sports","7/31/2024"
1,5,814,"Clothing","7/31/2025"
2,3,583,"Electronics","7/31/2025"
5,12,3354,"Grocery","7/31/2025"
3,8,2833,"Home","7/31/2025"
3,12,3229,"Sports","7/31/2025"
4,8,1542,"Clothing","7/4/2024"
4,15,4003,"Grocery","7/4/2024"
5,14,3471,"Home","7/4/2024"
6,22,6370,"Sports","7/4/2024"
3,10,1633,"Clothing","7/4/2025"
2,9,834,"Electronics","7/4/2025"
2,9,2460,"Grocery","7/4/2025"
8,32,9509,"Home","7/4/2025"
7,20,4364,"Sports","7/4/2025"
7,22,3817,"Clothing","7/5/2024"
1,2,609,"Electronics","7/5/2024"
3,7,890,"Grocery","7/5/2024"
6,16,3726,"Home","7/5/2024"
5,11,2554,"Sports","7/5/2024"
4,12,2342,"Clothing","7/5/2025"
5,15,3601,"Electronics","7/5/2025"
5,16,2243,"Grocery","7/5/2025"
4,12,1533,"Home","7/5/2025"
6,17,4611,"Sports","7/5/2025"
2,6,691,"Clothing","7/6/2024"
3,13,2066,"Electronics","7/6/2024"
1,3,910,"Grocery","7/6/2024"
1,4,1309,"Home","7/6/2024"
4,11,1161,"Clothing","7/6/2025"
1,4,1361,"Electronics","7/6/2025"
6,21,7199,"Grocery","7/6/2025"
7,20,3895,"Home","7/6/2025"
4,13,2605,"Sports","7/6/2025"
2,7,766,"Clothing","7/7/2024"
3,9,1590,"Electronics","7/7/2024"
5,15,2829,"Grocery","7/7/2024"
3,11,1891,"Home","7/7/2024"
6,21,4820,"Sports","7/7/2024"
5,17,3739,"Clothing","7/7/2025"
6,12,2953,"Electronics","7/7/2025"
5,17,2880,"Grocery","7/7/2025"
3,7,568,"Home","7/7/2025"
4,12,3291,"Sports","7/7/2025"
6,17,3728,"Clothing","7/8/2024"
2,5,1393,"Electronics","7/8/2024"
6,12,1902,"Grocery","7/8/2024"
4,13,2288,"Home","7/8/2024"
9,33,8748,"Sports","7/8/2024"
4,14,2530,"Clothing","7/8/2025"
1,1,255,"Electronics","7/8/2025"
4,12,2777,"Grocery","7/8/2025"
7,25,5702,"Home","7/8/2025"
3,8,2156,"Clothing","7/9/2024"
3,9,1257,"Electronics","7/9/2024"
6,18,4072,"Grocery","7/9/2024"
3,9,3053,"Home","7/9/2024"
7,24,7048,"Sports","7/9/2024"
5,11,1396,"Clothing","7/9/2025"
6,15,4069,"Electronics","7/9/2025"
3,6,1647,"Grocery","7/9/2025"
14,44,14969,"Home","7/9/2025"
5,14,3193,"Sports","7/9/2025"
8,27,4989,"Clothing","8/1/2024"
3,7,1937,"Electronics","8/1/2024"
3,5,1443,"Grocery","8/1/2024"
5,11,2455,"Home","8/1/2024"
11,26,5768,"Sports","8/1/2024"
6,21,2904,"Clothing","8/1/2025"
3,5,929,"Electronics","8/1/2025"
8,25,6132,"Grocery","8/1/2025"
4,15,3757,"Home","8/1/2025"
8,25,6492,"Sports","8/1/2025"
4,9,1176,"Clothing","8/10/2024"
3,7,1703,"Electronics","8/10/2024"
2,9,1437,"Grocery","8/10/2024"
6,14,3234,"Home","8/10/2024"
6,21,6997,"Sports","8/10/2024"
6,18,2708,"Clothing","8/10/2025"
3,7,1037,"Electronics","8/10/2025"
7,30,4711,"Grocery","8/10/2025"
3,12,3331,"Home","8/10/2025"
5,17,5765,"Sports","8/10/2025"
6,19,2484,"Clothing","8/11/2024"
3,8,1283,"Electronics","8/11/2024"
1,2,546,"Grocery","8/11/2024"
7,22,6378,"Home","8/11/2024"
6,15,3499,"Sports","8/11/2024"
1,3,899,"Electronics","8/11/2025"
3,8,2589,"Grocery","8/11/2025"
3,8,2306,"Home","8/11/2025"
3,13,3771,"Sports","8/11/2025"
4,16,3237,"Clothing","8/12/2024"
1,2,599,"Electronics","8/12/2024"
4,11,2359,"Sports","8/12/2024"
7,28,3573,"Clothing","8/12/2025"
6,23,6061,"Electronics","8/12/2025"
4,10,1672,"Grocery","8/12/2025"
3,7,1037,"Home","8/12/2025"
2,4,530,"Sports","8/12/2025"
3,5,908,"Clothing","8/13/2024"
3,11,3384,"Electronics","8/13/2024"
4,11,2760,"Grocery","8/13/2024"
3,7,2602,"Home","8/13/2024"
2,8,1768,"Sports","8/13/2024"
4,14,2476,"Clothing","8/13/2025"
2,3,753,"Electronics","8/13/2025"
5,12,3537,"Grocery","8/13/2025"
5,17,2707,"Home","8/13/2025"
4,7,1714,"Sports","8/13/2025"
3,6,633,"Clothing","8/14/2024"
2,6,1642,"Electronics","8/14/2024"
3,10,2076,"Grocery","8/14/2024"
6,22,5261,"Home","8/14/2024"
5,18,4326,"Sports","8/14/2024"
5,17,2611,"Clothing","8/14/2025"
4,10,1422,"Electronics","8/14/2025"
1,5,465,"Grocery","8/14/2025"
6,21,6019,"Home","8/14/2025"
4,7,2403,"Sports","8/14/2025"
4,14,1684,"Clothing","8/15/2024"
2,7,1739,"Electronics","8/15/2024"
5,18,5885,"Grocery","8/15/2024"
2,10,2366,"Home","8/15/2024"
6,13,4118,"Sports","8/15/2024"
3,10,1561,"Clothing","8/15/2025"
2,7,2749,"Electronics","8/15/2025"
6,17,2063,"Grocery","8/15/2025"
4,5,1265,"Home","8/15/2025"
5,14,4230,"Sports","8/15/2025"
5,14,2326,"Clothing","8/16/2024"
4,9,2842,"Electronics","8/16/2024"
4,9,1628,"Grocery","8/16/2024"
8,17,5558,"Home","8/16/2024"
1,5,776,"Sports","8/16/2024"
2,6,862,"Clothing","8/16/2025"
8,25,5630,"Grocery","8/16/2025"
11,31,7246,"Home","8/16/2025"
6,11,2626,"Sports","8/16/2025"
4,10,1452,"Clothing","8/17/2024"
5,11,1807,"Electronics","8/17/2024"
2,6,1635,"Grocery","8/17/2024"
8,21,5765,"Home","8/17/2024"
5,16,3863,"Sports","8/17/2024"
8,22,2707,"Clothing","8/17/2025"
4,7,1720,"Electronics","8/17/2025"
4,15,4421,"Grocery","8/17/2025"
10,36,6327,"Home","8/17/2025"
3,9,2978,"Sports","8/17/2025"
10,28,4326,"Clothing","8/18/2024"
5,20,3403,"Electronics","8/18/2024"
6,15,2862,"Grocery","8/18/2024"
5,11,2340,"Home","8/18/2024"
8,17,3462,"Sports","8/18/2024"
4,11,2786,"Clothing","8/18/2025"
1,3,587,"Electronics","8/18/2025"
2,8,2496,"Grocery","8/18/2025"
5,14,3195,"Home","8/18/2025"
4,13,1435,"Sports","8/18/2025"
5,13,2003,"Clothing","8/19/2024"
1,5,1373,"Grocery","8/19/2024"
4,11,2721,"Home","8/19/2024"
2,7,509,"Sports","8/19/2024"
3,9,901,"Clothing","8/19/2025"
4,8,2001,"Electronics","8/19/2025"
8,22,5648,"Grocery","8/19/2025"
7,16,4039,"Home","8/19/2025"
7,18,2526,"Sports","8/19/2025"
3,7,551,"Clothing","8/2/2024"
1,5,2124,"Electronics","8/2/2024"
3,6,1369,"Grocery","8/2/2024"
4,10,3608,"Home","8/2/2024"
3,9,2377,"Sports","8/2/2024"
2,5,461,"Clothing","8/2/2025"
3,9,3662,"Electronics","8/2/2025"
4,17,3904,"Grocery","8/2/2025"
7,20,6191,"Home","8/2/2025"
2,8,2567,"Sports","8/2/2025"
8,28,4359,"Clothing","8/20/2024"
4,13,1828,"Electronics","8/20/2024"
5,12,3476,"Grocery","8/20/2024"
10,35,8993,"Home","8/20/2024"
4,15,3665,"Sports","8/20/2024"
3,9,2943,"Clothing","8/20/2025"
1,2,149,"Electronics","8/20/2025"
8,22,6326,"Grocery","8/20/2025"
9,27,6088,"Home","8/20/2025"
3,11,2637,"Sports","8/20/2025"
7,24,2706,"Clothing","8/21/2024"
4,13,3011,"Electronics","8/21/2024"
9,29,7745,"Grocery","8/21/2024"
10,31,9816,"Home","8/21/2024"
6,21,7599,"Sports","8/21/2024"
8,24,3084,"Clothing","8/21/2025"
3,10,1800,"Electronics","8/21/2025"
3,11,3103,"Grocery","8/21/2025"
5,18,5039,"Home","8/21/2025"
5,11,2578,"Sports","8/21/2025"
8,23,4504,"Clothing","8/22/2024"
1,3,729,"Electronics","8/22/2024"
1,2,345,"Grocery","8/22/2024"
6,16,4799,"Home","8/22/2024"
2,5,767,"Sports","8/22/2024"
3,11,1411,"Clothing","8/22/2025"
6,23,4333,"Electronics","8/22/2025"
7,21,5171,"Grocery","8/22/2025"
8,24,4078,"Home","8/22/2025"
5,19,5249,"Sports","8/22/2025"
4,13,1630,"Clothing","8/23/2024"
2,8,2438,"Electronics","8/23/2024"
6,17,5297,"Grocery","8/23/2024"
10,29,8110,"Home","8/23/2024"
5,11,2298,"Sports","8/23/2024"
7,20,2152,"Clothing","8/23/2025"
5,19,6633,"Grocery","8/23/2025"
3,8,2715,"Home","8/23/2025"
5,15,3571,"Sports","8/23/2025"
3,7,1348,"Clothing","8/24/2024"
2,8,2209,"Electronics","8/24/2024"
2,5,971,"Grocery","8/24/2024"
8,23,6591,"Home","8/24/2024"
3,12,2046,"Sports","8/24/2024"
5,12,1575,"Clothing","8/24/2025"
1,5,1888,"Electronics","8/24/2025"
7,23,6402,"Grocery","8/24/2025"
4,8,1898,"Home","8/24/2025"
8,23,7383,"Sports","8/24/2025"
7,26,3272,"Clothing","8/25/2024"
6,21,5760,"Electronics","8/25/2024"
4,11,2021,"Grocery","8/25/2024"
5,13,3142,"Home","8/25/2024"
6,25,4307,"Sports","8/25/2024"
5,18,3671,"Clothing","8/25/2025"
1,2,850,"Electronics","8/25/2025"
9,21,5023,"Grocery","8/25/2025"
11,33,9768,"Home","8/25/2025"
6,11,1613,"Sports","8/25/2025"
4,16,3431,"Clothing","8/26/2024"
2,7,1910,"Electronics","8/26/2024"
7,23,5252,"Grocery","8/26/2024"
7,22,6812,"Home","8/26/2024"
5,13,3003,"Sports","8/26/2024"
3,9,1433,"Clothing","8/26/2025"
1,3,1075,"Electronics","8/26/2025"
7,17,4625,"Grocery","8/26/2025"
9,31,7471,"Home","8/26/2025"
5,10,1961,"Sports","8/26/2025"
3,11,2028,"Clothing","8/27/2024"
8,22,5424,"Electronics","8/27/2024"
9,23,5909,"Grocery","8/27/2024"
9,27,9302,"Home","8/27/2024"
6,14,2669,"Sports","8/27/2024"
4,8,1039,"Clothing","8/27/2025"
1,4,1043,"Grocery","8/27/2025"
1,2,742,"Home","8/27/2025"
8,26,7111,"Sports","8/27/2025"
6,23,4104,"Clothing","8/28/2024"
3,10,2006,"Electronics","8/28/2024"
7,19,4381,"Grocery","8/28/2024"
5,12,4393,"Home","8/28/2024"
5,16,5015,"Sports","8/28/2024"
5,16,2253,"Clothing","8/28/2025"
3,6,1156,"Electronics","8/28/2025"
3,10,2743,"Grocery","8/28/2025"
3,10,3296,"Home","8/28/2025"
4,10,2186,"Sports","8/28/2025"
4,14,1862,"Clothing","8/29/2024"
5,14,3115,"Electronics","8/29/2024"
1,1,272,"Grocery","8/29/2024"
2,9,3250,"Home","8/29/2024"
4,13,3524,"Sports","8/29/2024"
4,10,1413,"Clothing","8/29/2025"
5,13,2507,"Electronics","8/29/2025"
2,6,1543,"Grocery","8/29/2025"
5,17,5279,"Home","8/29/2025"
6,24,4941,"Sports","8/29/2025"
7,25,3908,"Clothing","8/3/2024"
2,8,2120,"Electronics","8/3/2024"
8,29,8328,"Grocery","8/3/2024"
7,17,4967,"Home","8/3/2024"
7,16,3158,"Sports","8/3/2024"
4,14,1476,"Clothing","8/3/2025"
3,6,1101,"Electronics","8/3/2025"
8,26,4413,"Grocery","8/3/2025"
7,30,9320,"Home","8/3/2025"
10,23,7304,"Sports","8/3/2025"
4,16,3086,"Clothing","8/30/2024"
3,8,1828,"Electronics","8/30/2024"
2,9,1021,"Grocery","8/30/2024"
3,5,249,"Home","8/30/2024"
5,11,4281,"Sports","8/30/2024"
4,13,1583,"Clothing","8/30/2025"
2,7,968,"Electronics","8/30/2025"
7,10,3379,"Grocery","8/30/2025"
6,10,2255,"Home","8/30/2025"
4,14,4704,"Sports","8/30/2025"
3,7,1112,"Clothing","8/31/2024"
1,2,802,"Electronics","8/31/2024"
2,6,852,"Grocery","8/31/2024"
8,25,8652,"Home","8/31/2024"
3,10,1451,"Sports","8/31/2024"
5,16,2797,"Clothing","8/31/2025"
1,1,231,"Electronics","8/31/2025"
8,26,7706,"Grocery","8/31/2025"
11,30,7532,"Home","8/31/2025"
3,6,952,"Sports","8/31/2025"
4,16,2735,"Clothing","8/4/2024"
4,11,1904,"Electronics","8/4/2024"
8,21,4822,"Grocery","8/4/2024"
6,17,5094,"Home","8/4/2024"
7,16,4390,"Sports","8/4/2024"
4,12,1884,"Clothing","8/4/2025"
1,4,1605,"Electronics","8/4/2025"
4,13,2116,"Grocery","8/4/2025"
8,28,5845,"Home","8/4/2025"
2,6,1717,"Sports","8/4/2025"
7,27,4798,"Clothing","8/5/2024"
5,11,2396,"Electronics","8/5/2024"
3,8,980,"Grocery","8/5/2024"
7,17,5353,"Home","8/5/2024"
3,9,1780,"Sports","8/5/2024"
1,1,113,"Clothing","8/5/2025"
2,6,1089,"Electronics","8/5/2025"
3,11,2245,"Grocery","8/5/2025"
2,5,422,"Home","8/5/2025"
4,13,2868,"Sports","8/5/2025"
3,3,377,"Clothing","8/6/2024"
4,11,1471,"Electronics","8/6/2024"
3,6,1455,"Grocery","8/6/2024"
8,27,7084,"Home","8/6/2024"
2,5,1061,"Sports","8/6/2024"
3,8,1923,"Clothing","8/6/2025"
4,13,4222,"Electronics","8/6/2025"
5,20,4534,"Grocery","8/6/2025"
4,12,1878,"Home","8/6/2025"
5,16,3052,"Sports","8/6/2025"
3,9,1654,"Clothing","8/7/2024"
2,8,1275,"Electronics","8/7/2024"
8,17,4041,"Grocery","8/7/2024"
3,11,2648,"Home","8/7/2024"
3,10,4001,"Sports","8/7/2024"
3,10,1318,"Clothing","8/7/2025"
2,6,930,"Electronics","8/7/2025"
9,26,8133,"Grocery","8/7/2025"
6,23,8634,"Home","8/7/2025"
4,9,1926,"Sports","8/7/2025"
1,3,488,"Clothing","8/8/2024"
5,13,3783,"Grocery","8/8/2024"
5,14,2341,"Home","8/8/2024"
4,18,3757,"Sports","8/8/2024"
2,6,674,"Clothing","8/8/2025"
3,11,2160,"Electronics","8/8/2025"
3,10,2465,"Grocery","8/8/2025"
4,12,2972,"Home","8/8/2025"
2,3,581,"Sports","8/8/2025"
1,2,226,"Clothing","8/9/2024"
1,5,2124,"Electronics","8/9/2024"
3,8,2049,"Grocery","8/9/2024"
10,34,9240,"Home","8/9/2024"
7,20,3812,"Sports","8/9/2024"
6,26,3055,"Clothing","8/9/2025"
3,7,2322,"Electronics","8/9/2025"
3,10,1901,"Grocery","8/9/2025"
3,11,2957,"Home","8/9/2025"
8,25,7955,"Sports","8/9/2025"
5,20,4253,"Clothing","9/1/2024"
3,11,2731,"Electronics","9/1/2024"
4,6,1429,"Grocery","9/1/2024"
5,14,4753,"Home","9/1/2024"
5,14,1340,"Sports","9/1/2024"
3,11,1260,"Electronics","9/1/2025"
1,3,772,"Grocery","9/1/2025"
5,18,3803,"Home","9/1/2025"
2,7,1847,"Sports","9/1/2025"
3,8,1418,"Clothing","9/10/2024"
2,5,680,"Electronics","9/10/2024"
2,4,1044,"Grocery","9/10/2024"
4,14,3154,"Home","9/10/2024"
3,7,1169,"Sports","9/10/2024"
1,3,549,"Clothing","9/10/2025"
3,6,1362,"Electronics","9/10/2025"
7,19,5020,"Grocery","9/10/2025"
1,5,1833,"Home","9/10/2025"
3,14,3542,"Sports","9/10/2025"
1,5,1354,"Clothing","9/11/2024"
3,9,1689,"Electronics","9/11/2024"
7,23,6532,"Grocery","9/11/2024"
6,22,5799,"Home","9/11/2024"
3,9,3395,"Sports","9/11/2024"
7,22,3050,"Clothing","9/11/2025"
2,6,2175,"Electronics","9/11/2025"
2,6,1472,"Grocery","9/11/2025"
11,30,10190,"Home","9/11/2025"
5,16,3757,"Sports","9/11/2025"
4,5,807,"Clothing","9/12/2024"
8,18,5531,"Grocery","9/12/2024"
8,25,7081,"Home","9/12/2024"
6,9,2783,"Sports","9/12/2024"
5,11,2050,"Clothing","9/12/2025"
7,21,3582,"Electronics","9/12/2025"
11,26,6556,"Grocery","9/12/2025"
2,5,1534,"Home","9/12/2025"
5,12,3912,"Sports","9/12/2025"
8,28,4888,"Clothing","9/13/2024"
2,6,1519,"Electronics","9/13/2024"
7,18,5551,"Grocery","9/13/2024"
4,12,4411,"Home","9/13/2024"
5,18,3201,"Sports","9/13/2024"
12,29,5886,"Clothing","9/13/2025"
5,13,2873,"Electronics","9/13/2025"
3,11,2085,"Grocery","9/13/2025"
9,26,5365,"Home","9/13/2025"
9,28,7086,"Sports","9/13/2025"
4,7,1216,"Clothing","9/14/2024"
2,5,1045,"Electronics","9/14/2024"
3,9,1665,"Home","9/14/2024"
8,27,8381,"Sports","9/14/2024"
3,8,1331,"Clothing","9/14/2025"
5,13,4010,"Electronics","9/14/2025"
6,18,5202,"Grocery","9/14/2025"
8,21,5541,"Home","9/14/2025"
6,23,6027,"Sports","9/14/2025"
8,22,4831,"Clothing","9/15/2024"
2,8,1655,"Electronics","9/15/2024"
6,15,2380,"Grocery","9/15/2024"
15,44,15903,"Home","9/15/2024"
9,25,5475,"Sports","9/15/2024"
3,7,1275,"Clothing","9/15/2025"
5,17,3060,"Electronics","9/15/2025"
11,26,7292,"Grocery","9/15/2025"
1,2,91,"Home","9/15/2025"
1,1,91,"Sports","9/15/2025"
4,11,1935,"Clothing","9/16/2024"
5,14,4356,"Electronics","9/16/2024"
6,20,4637,"Grocery","9/16/2024"
5,10,2053,"Home","9/16/2024"
6,13,2659,"Sports","9/16/2024"
5,14,2346,"Clothing","9/16/2025"
4,11,3441,"Electronics","9/16/2025"
4,13,2954,"Grocery","9/16/2025"
11,32,8613,"Home","9/16/2025"
3,10,2052,"Sports","9/16/2025"
4,14,4814,"Clothing","9/17/2024"
7,18,4063,"Electronics","9/17/2024"
2,7,555,"Grocery","9/17/2024"
9,30,5637,"Home","9/17/2024"
3,12,4032,"Sports","9/17/2024"
4,11,2062,"Clothing","9/17/2025"
2,2,489,"Electronics","9/17/2025"
2,4,1014,"Grocery","9/17/2025"
2,2,561,"Home","9/17/2025"
8,26,7357,"Sports","9/17/2025"
2,8,1838,"Clothing","9/18/2024"
2,6,2100,"Electronics","9/18/2024"
4,14,4997,"Grocery","9/18/2024"
4,9,3317,"Home","9/18/2024"
2,6,1181,"Sports","9/18/2024"
4,9,1707,"Clothing","9/18/2025"
1,1,63,"Electronics","9/18/2025"
1,1,93,"Grocery","9/18/2025"
5,9,2988,"Home","9/18/2025"
5,13,3580,"Sports","9/18/2025"
4,13,3297,"Electronics","9/19/2024"
3,10,2684,"Grocery","9/19/2024"
3,11,2365,"Home","9/19/2024"
9,26,7610,"Sports","9/19/2024"
9,29,5601,"Clothing","9/19/2025"
2,8,747,"Electronics","9/19/2025"
9,26,4744,"Grocery","9/19/2025"
7,20,7100,"Home","9/19/2025"
7,23,5949,"Sports","9/19/2025"
1,4,696,"Clothing","9/2/2024"
2,5,1734,"Electronics","9/2/2024"
1,2,219,"Grocery","9/2/2024"
5,7,2123,"Home","9/2/2024"
2,5,1597,"Sports","9/2/2024"
13,37,6406,"Clothing","9/2/2025"
10,26,3695,"Grocery","9/2/2025"
6,18,5047,"Home","9/2/2025"
10,30,6260,"Sports","9/2/2025"
1,3,392,"Clothing","9/20/2024"
2,7,2923,"Electronics","9/20/2024"
1,5,911,"Grocery","9/20/2024"
1,1,371,"Home","9/20/2024"
4,16,2814,"Sports","9/20/2024"
3,5,824,"Clothing","9/20/2025"
2,8,1858,"Electronics","9/20/2025"
3,5,1566,"Grocery","9/20/2025"
6,18,4968,"Home","9/20/2025"
7,21,3558,"Sports","9/20/2025"
6,14,1907,"Clothing","9/21/2024"
8,18,4726,"Electronics","9/21/2024"
5,18,4671,"Grocery","9/21/2024"
10,34,9100,"Home","9/21/2024"
5,12,3297,"Sports","9/21/2024"
9,25,5297,"Clothing","9/21/2025"
4,9,2968,"Electronics","9/21/2025"
6,18,4893,"Grocery","9/21/2025"
11,29,7507,"Home","9/21/2025"
4,8,1454,"Sports","9/21/2025"
5,19,2535,"Clothing","9/22/2024"
1,4,959,"Electronics","9/22/2024"
3,7,2523,"Grocery","9/22/2024"
3,14,4550,"Home","9/22/2024"
5,13,3355,"Sports","9/22/2024"
5,20,4346,"Clothing","9/22/2025"
1,1,116,"Electronics","9/22/2025"
12,25,3720,"Grocery","9/22/2025"
10,38,11913,"Home","9/22/2025"
4,9,3293,"Sports","9/22/2025"
1,4,632,"Clothing","9/23/2024"
1,3,412,"Electronics","9/23/2024"
6,14,4379,"Grocery","9/23/2024"
5,14,3932,"Home","9/23/2024"
1,2,725,"Sports","9/23/2024"
4,8,1705,"Clothing","9/23/2025"
1,5,1888,"Electronics","9/23/2025"
8,15,3718,"Grocery","9/23/2025"
10,30,8743,"Home","9/23/2025"
8,19,4755,"Sports","9/23/2025"
5,17,2125,"Clothing","9/24/2024"
1,4,492,"Electronics","9/24/2024"
3,11,2902,"Grocery","9/24/2024"
5,16,4651,"Home","9/24/2024"
